0.16131,-0.043139,1
-0.012104,-0.088746,1
0.17548,-0.25522,1
-0.1137,-0.55286,1
0.1255,-0.20573,1
-0.13568,-0.1536,1
0.26535,0.10173,1
-0.16914,-0.72191,1
0.1619,0.082378,1
0.02953,-0.34239,1
-0.20167,-0.39154,1
0.042101,-0.27592,1
-0.29442,-0.49157,1
0.19254,-0.33841,1
-0.3355,-0.52157,1
0.021005,-0.07581,1
-0.14991,-0.22143,1
-0.12539,-0.43026,1
-0.16021,-0.22414,1
-0.0051301,-0.60747,1
-0.023311,-0.13,1
-0.098571,-0.41129,1
-0.12126,0.0026071,1
-0.068352,-0.099365,1
0.073501,-0.1525,1
0.13179,-0.19541,1
-0.17595,0.25902,1
0.034531,0.089235,1
-0.33692,0.13219,1
0.090512,-0.71147,1
-0.29219,-0.37551,1
-0.38911,-0.54993,1
-0.1037,-0.32136,1
-0.30179,0.17852,1
0.060832,-0.54072,1
0.13678,-0.39587,1
0.47332,-0.3316,1
-0.035881,-0.14608,1
-0.35669,-0.091155,1
-0.06995,-0.43592,1
-0.33839,-0.07686,1
0.02134,-0.03836,1
-0.074903,-0.55814,1
-0.10177,-0.60599,1
-0.10692,-0.42411,1
0.33015,-0.041644,1
-0.058492,-0.30282,1
0.077834,0.020289,1
-0.032278,-0.86991,1
-0.0047715,-0.23968,1
0.33813,0.44347,-1
-0.0063777,-0.26259,-1
-0.067878,0.2467,-1
-0.28183,0.39037,-1
0.37776,0.36131,-1
-0.03759,0.51586,-1
-0.12694,-0.27772,-1
0.11757,0.62135,-1
-0.12521,0.20312,-1
0.16225,0.6602,-1
0.068966,-0.029677,-1
-0.08194,0.46687,-1
0.31374,0.063244,-1
-0.28952,0.070209,-1
0.11318,-0.17812,-1
0.19988,0.039828,-1
0.024914,0.1453,-1
0.22006,0.81392,-1
-0.15054,0.9886,-1
-0.28422,0.08729,-1
-0.099944,0.26591,-1
0.01327,0.13239,-1
-0.1578,0.88096,-1
-0.076771,0.015147,-1
0.24627,0.42515,-1
-0.0047138,0.52366,-1
-0.067744,-0.21329,-1
0.12338,0.12296,-1
-0.32871,0.17626,-1
0.23904,0.26873,-1
0.38969,0.52564,-1
0.56007,0.56917,-1
-0.072384,0.26485,-1
0.05314,0.17876,-1
-0.27732,0.4636,-1
0.38101,0.46242,-1
0.38995,0.34234,-1
0.23886,0.20515,-1
-0.083346,-0.0081498,-1
0.16004,0.27779,-1
0.011948,0.18306,-1
0.053576,0.12471,-1
-0.157,0.17972,-1
-0.025131,0.42788,-1
0.03634,0.62052,-1
0.028955,0.017489,-1
-0.43084,-0.087667,-1
0.16681,-0.17497,-1
0.21146,0.35713,-1
0.18225,0.22458,-1
