0.12706,-0.74322,1
0.0060682,-0.50069,1
-0.056429,-0.71302,1
0.10165,-0.35824,1
0.37811,-0.81076,1
0.30476,-0.42979,1
0.12288,-0.59859,1
0.17208,-0.62883,1
0.028533,-0.56005,1
0.047519,-0.63242,1
0.28764,-0.47456,1
0.077624,-0.50825,1
-0.06642,-0.75515,1
0.014233,-0.95614,1
0.5364,-0.70976,1
0.59805,-0.44726,1
0.21863,-0.62336,1
0.20706,-0.59347,1
0.28295,-0.40697,1
0.26844,-0.68965,1
0.10279,-0.33656,1
0.16576,-0.64197,1
0.1771,-0.76307,1
0.0068229,-0.50733,1
0.088874,-0.37433,1
-0.033126,-0.70026,1
0.14036,-0.36917,1
0.14513,-0.50454,1
0.10914,-0.40678,1
0.042911,-0.3794,1
0.041435,-0.51354,1
0.24606,-0.64628,1
0.47696,-0.72263,1
0.43241,-0.59703,1
0.054774,-0.53572,1
0.016256,-0.58283,1
-0.0042735,-0.73143,1
-0.22638,-0.48077,1
-0.2079,-0.63383,1
0.10108,-0.63049,1
0.10657,-0.56675,1
-0.40713,-0.61529,1
0.043576,-0.6631,1
0.10281,-0.33543,1
0.23155,-0.33045,1
0.013874,-0.60918,1
0.36642,-0.48815,1
0.27229,-0.59034,1
0.27861,-0.54007,1
0.08727,-0.55535,1
-0.015112,0.73001,-1
0.02106,0.62752,-1
-0.0071364,0.90606,-1
-0.50599,0.67351,-1
-0.15291,0.71632,-1
-0.056788,0.60693,-1
0.027218,0.76485,-1
-0.24919,0.1533,-1
0.0083136,0.71436,-1
-0.067518,0.49694,-1
-0.39025,0.27111,-1
-0.26004,0.52084,-1
-0.43426,0.4512,-1
-0.00027293,0.66137,-1
-0.048653,0.24347,-1
-0.0018493,0.52671,-1
-0.0026129,0.65435,-1
-0.062465,0.43198,-1
-0.3657,0.6361,-1
-0.32678,0.42275,-1
0.022497,0.71503,-1
-0.14817,0.49171,-1
-0.16876,0.90412,-1
-0.08898,0.69567,-1
-0.034063,0.72592,-1
-0.030209,0.51018,-1
-0.16292,0.79223,-1
-0.038485,0.77192,-1
-0.065642,0.6707,-1
-0.34582,0.15714,-1
-0.27929,0.35467,-1
-0.20782,0.29683,-1
-0.18086,0.33843,-1
-0.020241,0.75853,-1
0.0091832,0.75754,-1
0.083587,0.89454,-1
-0.017008,0.99986,-1
-0.36465,0.61461,-1
-0.021304,0.53117,-1
-0.18232,0.4491,-1
-0.24022,0.66884,-1
-0.00055798,0.6579,-1
-0.044794,0.31033,-1
-0.24946,0.19603,-1
-0.091562,0.46063,-1
-0.1221,0.39597,-1
-0.13732,0.80422,-1
-0.063175,0.59731,-1
-0.26397,0.11203,-1
-0.28347,0.6494,-1
