0.16239,-0.10199,1
0.16239,-0.20101,1
0.11288,-0.0029706,1
-0.2832,-0.44856,1
-0.035647,-0.1515,1
-0.035647,-0.20101,1
0.2119,-0.10199,1
-0.23369,-0.79513,1
0.013863,-0.1515,1
-0.085157,-0.49807,1
-0.43172,-0.69611,1
0.063372,-0.34954,1
-0.33271,-0.44856,1
0.013863,-0.10199,1
0.013863,-0.6466,1
0.11288,-0.25052,1
0.063372,-0.20101,1
-0.085157,-0.39905,1
-0.33271,-0.20101,1
-0.18418,-0.49807,1
0.16239,-0.05248,1
-0.035647,-0.44856,1
-0.18418,-0.0029706,1
-0.035647,-0.10199,1
0.013863,-0.30003,1
0.063372,-0.25052,1
-0.035647,-0.05248,1
0.063372,0.046539,1
0.013863,-0.20101,1
-0.13467,-0.69611,1
-0.23369,-0.54758,1
-0.23369,-0.59709,1
-0.085157,-0.49807,1
-0.085157,0.096049,1
0.063372,-0.20101,1
0.26141,-0.20101,1
0.11288,-0.10199,1
-0.2832,-0.25052,1
0.063372,-0.39905,1
-0.18418,-0.44856,1
-0.13467,-0.25052,1
0.063372,-0.1515,1
-0.13467,-0.44856,1
-0.2832,-0.79513,1
-0.085157,-0.34954,1
0.063372,-0.34954,1
0.013863,-0.34954,1
0.013863,-0.30003,1
-0.18418,-0.94365,1
-0.035647,-0.39905,1
0.2119,0.54164,-1
-0.085157,0.096049,-1
0.063372,0.49213,-1
0.013863,0.3436,-1
0.063372,0.44262,-1
0.063372,0.83869,-1
-0.18418,-0.20101,-1
0.013863,0.69016,-1
-0.18418,0.44262,-1
0.36043,0.59115,-1
0.16239,0.096049,-1
-0.085157,0.19507,-1
0.063372,0.29409,-1
-0.18418,0.046539,-1
-0.035647,0.096049,-1
0.16239,0.19507,-1
0.063372,0.29409,-1
0.45945,0.8882,-1
-0.13467,0.98722,-1
-0.33271,0.046539,-1
0.16239,0.39311,-1
-0.035647,-0.0029706,-1
-0.035647,0.8882,-1
-0.085157,-0.0029706,-1
0.2119,0.39311,-1
0.16239,0.54164,-1
-0.035647,-0.05248,-1
0.063372,-0.0029706,-1
-0.035647,0.3436,-1
0.063372,0.44262,-1
-0.035647,0.59115,-1
0.45945,0.73967,-1
-0.035647,0.3436,-1
-0.035647,0.096049,-1
-0.13467,0.3436,-1
0.063372,0.59115,-1
0.26141,0.3436,-1
0.11288,0.29409,-1
0.063372,-0.05248,-1
0.11288,0.24458,-1
0.11288,0.3436,-1
0.11288,0.096049,-1
-0.085157,0.096049,-1
0.16239,0.49213,-1
0.2119,0.39311,-1
0.063372,0.14556,-1
-0.18418,0.046539,-1
0.063372,0.14556,-1
0.26141,0.24458,-1
0.063372,0.096049,-1
